antecedent,consequent,confidence,lift,support
"[""Organic Strawberries""]","[""Boneless Skinless Chicken Breasts""]",0.024600698,1.545897,0.002042543
"[""Boneless Skinless Chicken Breasts""]","[""Organic Strawberries""]",0.12835249,1.545897,0.002042543
"[""Banana""]","[""Limes""]",0.071077646,1.545835714,0.010144121
"[""Limes""]","[""Banana""]",0.220619924,1.545835714,0.010144121
"[""Organic 2% Reduced Fat Milk""]","[""Banana""]",0.22019334,1.542846738,0.001562393
"[""Banana""]","[""Organic 2% Reduced Fat Milk""]",0.010947346,1.542846738,0.001562393
"[""Yellow Onions""]","[""Organic Whole Milk""]",0.057682084,1.542055534,0.00165385
"[""Organic Whole Milk""]","[""Yellow Onions""]",0.044213529,1.542055534,0.00165385
"[""Bag of Organic Bananas""]","[""Unsweetened Vanilla Almond Milk""]",0.014664083,1.541714443,0.001730064
"[""Unsweetened Vanilla Almond Milk""]","[""Bag of Organic Bananas""]",0.181891026,1.541714443,0.001730064
"[""Banana""]","[""White Onion""]",0.010253124,1.541010477,0.001463314
"[""White Onion""]","[""Banana""]",0.219931271,1.541010477,0.001463314
"[""Banana""]","[""Garlic""]",0.022535512,1.540032297,0.003216243
"[""Garlic""]","[""Banana""]",0.219791667,1.540032297,0.003216243
"[""Bag of Organic Bananas""]","[""Sustainably Soft Bath Tissue""]",0.009625323,1.53828137,0.001135593
"[""Sustainably Soft Bath Tissue""]","[""Bag of Organic Bananas""]",0.181485993,1.53828137,0.001135593
"[""Blueberries""]","[""Organic Raspberries""]",0.065002152,1.537841221,0.001150836
"[""Organic Raspberries""]","[""Blueberries""]",0.02722683,1.537841221,0.001150836
"[""Organic Fuji Apple""]","[""Organic Cucumber""]",0.054037458,1.537004292,0.001341371
"[""Organic Cucumber""]","[""Organic Fuji Apple""]",0.038153046,1.537004292,0.001341371
"[""Organic Baby Spinach""]","[""Extra Virgin Olive Oil""]",0.024223222,1.536897815,0.001806279
"[""Extra Virgin Olive Oil""]","[""Organic Baby Spinach""]",0.114603482,1.536897815,0.001806279
"[""Sparkling Water Grapefruit""]","[""Organic Raspberries""]",0.064900268,1.535430807,0.001661471
"[""Organic Raspberries""]","[""Sparkling Water Grapefruit""]",0.039307609,1.535430807,0.001661471
"[""Basil Pesto""]","[""Banana""]",0.21888412,1.533673316,0.001166079
"[""Banana""]","[""Basil Pesto""]",0.008170458,1.533673316,0.001166079
"[""Bag of Organic Bananas""]","[""Uncured Hickory Smoked Sunday Bacon""]",0.009754522,1.532791703,0.001150836
"[""Uncured Hickory Smoked Sunday Bacon""]","[""Bag of Organic Bananas""]",0.180838323,1.532791703,0.001150836
"[""Banana""]","[""Organic Bartlett Pear""]",0.011427961,1.530052399,0.001630986
"[""Organic Bartlett Pear""]","[""Banana""]",0.218367347,1.530052399,0.001630986
"[""Organic Raspberries""]","[""Organic Avocado""]",0.086368554,1.529535914,0.003650664
"[""Organic Avocado""]","[""Organic Raspberries""]",0.0646511,1.529535914,0.003650664
"[""Organic Baby Spinach""]","[""Organic Fuji Apple""]",0.037919052,1.52757778,0.00282755
"[""Organic Fuji Apple""]","[""Organic Baby Spinach""]",0.113908505,1.52757778,0.00282755
"[""Organic Whole Milk""]","[""Michigan Organic Kale""]",0.030562347,1.526476975,0.001143214
"[""Michigan Organic Kale""]","[""Organic Whole Milk""]",0.057099353,1.526476975,0.001143214
"[""Green Beans""]","[""Organic Strawberries""]",0.126724138,1.526284874,0.00112035
"[""Organic Strawberries""]","[""Green Beans""]",0.013493666,1.526284874,0.00112035
"[""Organic Peeled Whole Baby Carrots""]","[""Organic Blueberries""]",0.057723577,1.525141532,0.001082243
"[""Organic Blueberries""]","[""Organic Peeled Whole Baby Carrots""]",0.028594442,1.525141532,0.001082243
"[""Organic Baby Spinach""]","[""Bunched Cilantro""]",0.022281276,1.522658273,0.001661471
"[""Bunched Cilantro""]","[""Organic Baby Spinach""]",0.113541667,1.522658273,0.001661471
"[""Banana""]","[""Shredded Mild Cheddar Cheese""]",0.01201538,1.521743198,0.001714821
"[""Shredded Mild Cheddar Cheese""]","[""Banana""]",0.217181467,1.521743198,0.001714821
"[""Sparkling Water Grapefruit""]","[""Organic Baby Carrots""]",0.041679071,1.520341742,0.001067
"[""Organic Baby Carrots""]","[""Sparkling Water Grapefruit""]",0.038921323,1.520341742,0.001067
"[""Total Greek Strained Yogurt""]","[""Bag of Organic Bananas""]",0.178759201,1.515168991,0.001295643
"[""Bag of Organic Bananas""]","[""Total Greek Strained Yogurt""]",0.010981912,1.515168991,0.001295643
"[""Organic Avocado""]","[""Raspberries""]",0.037791875,1.512239736,0.002134
"[""Raspberries""]","[""Organic Avocado""]",0.085391888,1.512239736,0.002134
"[""Banana""]","[""Organic D'Anjou Pears""]",0.021787888,1.510178057,0.003109543
"[""Organic D'Anjou Pears""]","[""Banana""]",0.215530903,1.510178057,0.003109543
"[""Banana""]","[""Watermelon Chunks""]",0.00982591,1.509657952,0.001402343
"[""Watermelon Chunks""]","[""Banana""]",0.215456674,1.509657952,0.001402343
"[""Carrots""]","[""Bag of Organic Bananas""]",0.177813376,1.507152148,0.003383914
"[""Bag of Organic Bananas""]","[""Carrots""]",0.028682171,1.507152148,0.003383914
"[""Organic Grape Tomatoes""]","[""Organic Fuji Apple""]",0.037405179,1.506876314,0.001089864
"[""Organic Fuji Apple""]","[""Organic Grape Tomatoes""]",0.043905434,1.506876314,0.001089864
"[""Banana""]","[""Orange Sparkling Water""]",0.007476236,1.506834842,0.001067
"[""Orange Sparkling Water""]","[""Banana""]",0.215053763,1.506834842,0.001067
"[""Lightly Salted Baked Snap Pea Crisps""]","[""Banana""]",0.21493441,1.505998556,0.001623364
"[""Banana""]","[""Lightly Salted Baked Snap Pea Crisps""]",0.011374559,1.505998556,0.001623364
"[""Large Lemon""]","[""Organic Strawberries""]",0.125015366,1.50570416,0.007750993
"[""Organic Strawberries""]","[""Large Lemon""]",0.09335414,1.50570416,0.007750993
"[""Bag of Organic Bananas""]","[""Large Grapefruit""]",0.009689922,1.504621348,0.001143214
"[""Large Grapefruit""]","[""Bag of Organic Bananas""]",0.177514793,1.504621348,0.001143214
"[""Yellow Onions""]","[""Strawberries""]",0.074428495,1.503801734,0.002134
"[""Strawberries""]","[""Yellow Onions""]",0.043116723,1.503801734,0.002134
"[""Limes""]","[""Organic Fuji Apple""]",0.037294878,1.502432812,0.001714821
"[""Organic Fuji Apple""]","[""Limes""]",0.069081977,1.502432812,0.001714821
"[""Raspberries"",""Strawberries""]","[""Banana""]",0.214285714,1.501453289,0.001074621
"[""Electrolyte Enhanced Water""]","[""Bag of Organic Bananas""]",0.177095632,1.501068523,0.001143214
"[""Bag of Organic Bananas""]","[""Electrolyte Enhanced Water""]",0.009689922,1.501068523,0.001143214
"[""Organic Baby Arugula""]","[""Organic Blueberries""]",0.056790968,1.500500633,0.001265157
"[""Organic Blueberries""]","[""Organic Baby Arugula""]",0.033427306,1.500500633,0.001265157
"[""Organic Baby Spinach""]","[""Bartlett Pears""]",0.013798038,1.499939285,0.001028893
"[""Bartlett Pears""]","[""Organic Baby Spinach""]",0.111847556,1.499939285,0.001028893
"[""Banana""]","[""Organic Garnet Sweet Potato (Yam)""]",0.029317526,1.49794522,0.004184164
"[""Organic Garnet Sweet Potato (Yam)""]","[""Banana""]",0.213785047,1.49794522,0.004184164
"[""Large Lemon""]","[""Uncured Genoa Salami""]",0.020405655,1.497430387,0.001265157
"[""Uncured Genoa Salami""]","[""Large Lemon""]",0.092841163,1.497430387,0.001265157
"[""Pretzel Crisps Original Deli Style Pretzel Crackers""]","[""Bag of Organic Bananas""]",0.176626826,1.497094911,0.00101365
"[""Bag of Organic Bananas""]","[""Pretzel Crisps Original Deli Style Pretzel Crackers""]",0.008591731,1.497094911,0.00101365
"[""Banana""]","[""Baby Spinach""]",0.013083413,1.496653525,0.00186725
"[""Baby Spinach""]","[""Banana""]",0.213600697,1.496653525,0.00186725
"[""Strawberries"",""Banana""]","[""Organic Baby Spinach""]",0.111396304,1.493887739,0.00165385
"[""Sparkling Water Grapefruit""]","[""Organic Grape Tomatoes""]",0.043465317,1.491771066,0.001112729
"[""Organic Grape Tomatoes""]","[""Sparkling Water Grapefruit""]",0.038189903,1.491771066,0.001112729
"[""Banana""]","[""Half & Half""]",0.027555271,1.491542706,0.003932657
"[""Half & Half""]","[""Banana""]",0.212871287,1.491542706,0.003932657
"[""Organic Whole Milk""]","[""Banana""]",0.212713936,1.490440184,0.007956771
"[""Banana""]","[""Organic Whole Milk""]",0.055751362,1.490440184,0.007956771
"[""Banana""]","[""Fat Free Milk""]",0.013831037,1.487505362,0.00197395
"[""Fat Free Milk""]","[""Banana""]",0.212295082,1.487505362,0.00197395
"[""Red Raspberries""]","[""Bag of Organic Bananas""]",0.175485599,1.487421836,0.001996814
"[""Bag of Organic Bananas""]","[""Red Raspberries""]",0.016925065,1.487421836,0.001996814
"[""Lime Sparkling Water""]","[""Large Lemon""]",0.092065107,1.484913411,0.001379479
"[""Large Lemon""]","[""Lime Sparkling Water""]",0.022249539,1.484913411,0.001379479
"[""Organic Garlic""]","[""Sparkling Water Grapefruit""]",0.037999038,1.484315504,0.001204186
"[""Sparkling Water Grapefruit""]","[""Organic Garlic""]",0.047037809,1.484315504,0.001204186
"[""Organic Avocado""]","[""Half & Half""]",0.027399109,1.483089818,0.00154715
"[""Half & Half""]","[""Organic Avocado""]",0.083745875,1.483089818,0.00154715
"[""Organic Baby Spinach""]","[""Pure Irish Butter""]",0.016659853,1.480977391,0.001242293
"[""Pure Irish Butter""]","[""Organic Baby Spinach""]",0.110433604,1.480977391,0.001242293
"[""Banana""]","[""Fresh Ginger Root""]",0.014471857,1.478845737,0.002065407
"[""Fresh Ginger Root""]","[""Banana""]",0.21105919,1.478845737,0.002065407
"[""Banana""]","[""Carrots""]",0.028142689,1.478804214,0.004016493
"[""Carrots""]","[""Banana""]",0.211053264,1.478804214,0.004016493
"[""Organic Zucchini""]","[""Organic Blackberries""]",0.032033123,1.478379878,0.00112035
"[""Organic Blackberries""]","[""Organic Zucchini""]",0.051705944,1.478379878,0.00112035
"[""Organic Garlic"",""Large Lemon""]","[""Bag of Organic Bananas""]",0.174358974,1.477872524,0.001036514
"[""Organic Half & Half""]","[""Organic Blueberries""]",0.055933485,1.477844657,0.001127971
"[""Organic Blueberries""]","[""Organic Half & Half""]",0.029802658,1.477844657,0.001127971
"[""Organic Half & Half""]","[""Organic Cucumber""]",0.051776266,1.472688509,0.001044136
"[""Organic Cucumber""]","[""Organic Half & Half""]",0.029698678,1.472688509,0.001044136
"[""Organic Cilantro"",""Organic Baby Spinach""]","[""Banana""]",0.209800919,1.470029305,0.001044136
"[""Organic Grape Tomatoes""]","[""Strawberries""]",0.072717761,1.469236941,0.002118757
"[""Strawberries""]","[""Organic Grape Tomatoes""]",0.042808747,1.469236941,0.002118757
"[""Large Lemon"",""Banana""]","[""Organic Raspberries""]",0.062094532,1.469051829,0.001021271
"[""Bag of Organic Bananas""]","[""Organic Green Cabbage""]",0.00878553,1.468459323,0.001036514
"[""Organic Green Cabbage""]","[""Bag of Organic Bananas""]",0.173248408,1.468459323,0.001036514
"[""Organic Baby Spinach""]","[""Raspberries""]",0.036692559,1.468250689,0.002736093
"[""Raspberries""]","[""Organic Baby Spinach""]",0.109484599,1.468250689,0.002736093
"[""Organic Strawberries""]","[""Hass Avocado""]",0.018266936,1.467719777,0.001516664
"[""Hass Avocado""]","[""Organic Strawberries""]",0.121861604,1.467719777,0.001516664
"[""Honeycrisp Apple""]","[""Organic Cilantro""]",0.039425514,1.4670965,0.001067
"[""Organic Cilantro""]","[""Honeycrisp Apple""]",0.039705048,1.4670965,0.001067
"[""Organic Blackberries""]","[""Bag of Organic Bananas""]",0.17305663,1.466833812,0.003749743
"[""Bag of Organic Bananas""]","[""Organic Blackberries""]",0.031782946,1.466833812,0.003749743
"[""Organic Strawberries""]","[""Orange Bell Pepper""]",0.020837158,1.466750361,0.001730064
"[""Orange Bell Pepper""]","[""Organic Strawberries""]",0.121781116,1.466750361,0.001730064
"[""Organic Whole Milk""]","[""Sparkling Water Grapefruit""]",0.037489813,1.464424178,0.001402343
"[""Sparkling Water Grapefruit""]","[""Organic Whole Milk""]",0.054778208,1.464424178,0.001402343
"[""Organic Fuji Apple"",""Banana""]","[""Organic Strawberries""]",0.121487603,1.463215251,0.00112035
"[""Organic Half & Half""]","[""Large Lemon""]",0.090702948,1.462943219,0.001829143
"[""Large Lemon""]","[""Organic Half & Half""]",0.029502151,1.462943219,0.001829143
"[""Seedless Red Grapes""]","[""Organic Hass Avocado""]",0.081300813,1.462690028,0.002515071
"[""Organic Hass Avocado""]","[""Seedless Red Grapes""]",0.045248869,1.462690028,0.002515071
"[""Bag of Organic Bananas""]","[""Clementines, Bag""]",0.016472868,1.462373861,0.001943464
"[""Clementines, Bag""]","[""Bag of Organic Bananas""]",0.172530447,1.462373861,0.001943464
"[""Organic Strawberries""]","[""Organic Extra Firm Tofu""]",0.013218285,1.462359187,0.001097486
"[""Organic Extra Firm Tofu""]","[""Organic Strawberries""]",0.121416526,1.462359187,0.001097486
"[""Strawberries""]","[""Organic Kiwi""]",0.020942408,1.461613011,0.001036514
"[""Organic Kiwi""]","[""Strawberries""]",0.072340426,1.461613011,0.001036514
"[""Organic Cilantro""]","[""Organic Blueberries""]",0.05530346,1.461198487,0.001486179
"[""Organic Blueberries""]","[""Organic Cilantro""]",0.039267016,1.461198487,0.001486179
"[""Organic Small Bunch Celery""]","[""Organic Blueberries""]",0.055280213,1.46058428,0.001105107
"[""Organic Blueberries""]","[""Organic Small Bunch Celery""]",0.02919855,1.46058428,0.001105107
"[""Large Lemon""]","[""Organic Raspberries""]",0.061708666,1.459922898,0.003825957
"[""Organic Raspberries""]","[""Large Lemon""]",0.090515687,1.459922898,0.003825957
"[""Organic Unsweetened Almond Milk""]","[""Limes""]",0.067095588,1.459231732,0.001112729
"[""Limes""]","[""Organic Unsweetened Almond Milk""]",0.024200232,1.459231732,0.001112729
"[""Jalapeno Peppers""]","[""Banana""]",0.208004213,1.457440177,0.003010464
"[""Banana""]","[""Jalapeno Peppers""]",0.021093667,1.457440177,0.003010464
"[""Organic Baby Spinach""]","[""Russet Potato""]",0.015739984,1.456436893,0.0011737
"[""Russet Potato""]","[""Organic Baby Spinach""]",0.108603667,1.456436893,0.0011737
"[""Uncured Genoa Salami""]","[""Organic Avocado""]",0.082214765,1.455974776,0.00112035
"[""Organic Avocado""]","[""Uncured Genoa Salami""]",0.019840734,1.455974776,0.00112035
"[""Organic Red Onion"",""Limes""]","[""Banana""]",0.207575758,1.454438085,0.001044136
"[""Asparagus""]","[""Sparkling Water Grapefruit""]",0.037228542,1.454218444,0.001097486
"[""Sparkling Water Grapefruit""]","[""Asparagus""]",0.042869902,1.454218444,0.001097486
"[""Banana""]","[""Unsweetened Vanilla Almond Milk""]",0.013831037,1.454131844,0.00197395
"[""Unsweetened Vanilla Almond Milk""]","[""Banana""]",0.207532051,1.454131844,0.00197395
"[""Organic Whole Milk""]","[""Organic Fuji Apple""]",0.03606357,1.452829264,0.001348993
"[""Organic Fuji Apple""]","[""Organic Whole Milk""]",0.054344489,1.452829264,0.001348993
"[""Strawberries""]","[""Asparagus""]",0.042808747,1.452143957,0.002118757
"[""Asparagus""]","[""Strawberries""]",0.071871768,1.452143957,0.002118757
"[""Organic Cilantro"",""Limes""]","[""Banana""]",0.206554121,1.447279701,0.001585257
"[""Green Bell Pepper""]","[""Organic Raspberries""]",0.06108687,1.445212255,0.0011737
"[""Organic Raspberries""]","[""Green Bell Pepper""]",0.027767761,1.445212255,0.0011737
"[""Organic Garlic"",""Organic Strawberries""]","[""Banana""]",0.20625,1.44514879,0.001006029
"[""Banana""]","[""Organic Grade A Large Brown Eggs""]",0.009612304,1.443044351,0.001371857
"[""Organic Grade A Large Brown Eggs""]","[""Banana""]",0.205949657,1.443044351,0.001371857
"[""Banana""]","[""Organic Kiwi""]",0.020666453,1.442353532,0.002949493
"[""Organic Kiwi""]","[""Banana""]",0.205851064,1.442353532,0.002949493
"[""Large Lemon"",""Banana""]","[""Organic Hass Avocado""]",0.080166821,1.442288281,0.001318507
"[""Bag of Organic Bananas""]","[""Ground Turkey Breast""]",0.010529716,1.442164379,0.001242293
"[""Ground Turkey Breast""]","[""Bag of Organic Bananas""]",0.170146138,1.442164379,0.001242293
"[""Banana""]","[""Uncured Genoa Salami""]",0.019651821,1.442111734,0.002804686
"[""Uncured Genoa Salami""]","[""Banana""]",0.205816555,1.442111734,0.002804686
"[""Organic Baby Spinach""]","[""Organic Reduced Fat 2% Milk""]",0.016864268,1.441526883,0.001257536
"[""Organic Reduced Fat 2% Milk""]","[""Organic Baby Spinach""]",0.107491857,1.441526883,0.001257536
"[""Banana""]","[""Organic Baby Carrots""]",0.039463847,1.439536255,0.005632236
"[""Organic Baby Carrots""]","[""Banana""]",0.205448985,1.439536255,0.005632236
"[""Small Hass Avocado""]","[""Strawberries""]",0.071221399,1.439003464,0.001684336
"[""Strawberries""]","[""Small Hass Avocado""]",0.034031414,1.439003464,0.001684336
"[""Bag of Organic Bananas""]","[""Sparkling Natural Mineral Water""]",0.019767442,1.438528164,0.002332157
"[""Sparkling Natural Mineral Water""]","[""Bag of Organic Bananas""]",0.169717138,1.438528164,0.002332157
"[""Strawberries""]","[""Organic Peeled Whole Baby Carrots""]",0.026947952,1.437322694,0.00133375
"[""Organic Peeled Whole Baby Carrots""]","[""Strawberries""]",0.071138211,1.437322694,0.00133375
"[""Bag of Organic Bananas""]","[""Raspberries""]",0.035917313,1.43722924,0.004237514
"[""Raspberries""]","[""Bag of Organic Bananas""]",0.169563891,1.43722924,0.004237514
"[""Sea Salt Pita Chips""]","[""Banana""]",0.205091938,1.437034501,0.001105107
"[""Banana""]","[""Sea Salt Pita Chips""]",0.007743245,1.437034501,0.001105107
"[""Banana""]","[""Asparagus""]",0.042347538,1.436499001,0.006043793
"[""Asparagus""]","[""Banana""]",0.205015512,1.436499001,0.006043793
"[""Organic Cucumber"",""Organic Baby Spinach""]","[""Banana""]",0.20471597,1.434400177,0.001455693
"[""Organic Spring Mix Salad""]","[""Banana""]",0.204633205,1.433820258,0.001211807
"[""Banana""]","[""Organic Spring Mix Salad""]",0.008490868,1.433820258,0.001211807
"[""Banana""]","[""Organic Zucchini""]",0.050144185,1.433725934,0.007156521
"[""Organic Zucchini""]","[""Banana""]",0.204619743,1.433725934,0.007156521
"[""Blueberries""]","[""Limes""]",0.065863108,1.432427075,0.001166079
"[""Limes""]","[""Blueberries""]",0.025360517,1.432427075,0.001166079
"[""Banana""]","[""Organic Baby Spinach""]",0.106803375,1.432293952,0.015242857
